OID_,Field1,new_key,subject_id,lakename,county,age_group,fish_count,length_max_mm,length_mean_mm,begin_date_day,begin_date_month,begin_date_year,LONG_DD,LAT_DD,OBJECTID,Join_Count,TARGET_FID,COUNTY_Nam,lagoslakei
361,361,12-73,59962772,MATTESON,BRANCH,4,5,175.259999999999991,162.560000000000002,14,June,1983,-85.207589999999996,41.931379999999997,361,1,361,Branch County,2153
362,362,12-73,59962775,MATTESON,BRANCH,4,12,175.259999999999991,152.400000000000006,11,May,1982,-85.207589999999996,41.931379999999997,362,1,362,Branch County,2153
363,363,12-73,59962772,MATTESON,BRANCH,6,8,203.199999999999989,190.500000000000000,14,June,1983,-85.207589999999996,41.931379999999997,363,1,363,Branch County,2153
364,364,12-73,59962771,MATTESON,BRANCH,4,10,187.960000000000008,177.800000000000011,13,June,1990,-85.207589999999996,41.931379999999997,364,1,364,Branch County,2153
365,365,12-73,59962769,MATTESON,BRANCH,2,24,182.879999999999995,157.479999999999990,4,October,1988,-85.207589999999996,41.931379999999997,365,1,365,Branch County,2153
366,366,12-73,59962773,MATTESON,BRANCH,4,12,167.639999999999986,149.860000000000014,4,June,1985,-85.207589999999996,41.931379999999997,366,1,366,Branch County,2153
367,367,12-73,59962772,MATTESON,BRANCH,5,3,213.360000000000014,200.659999999999997,14,June,1983,-85.207589999999996,41.931379999999997,367,1,367,Branch County,2153
368,368,12-73,59962775,MATTESON,BRANCH,6,10,210.819999999999993,198.120000000000005,11,May,1982,-85.207589999999996,41.931379999999997,368,1,368,Branch County,2153
369,369,12-73,59962775,MATTESON,BRANCH,5,6,200.659999999999997,177.800000000000011,11,May,1982,-85.207589999999996,41.931379999999997,369,1,369,Branch County,2153
370,370,12-73,59962773,MATTESON,BRANCH,5,8,177.800000000000011,162.560000000000002,4,June,1985,-85.207589999999996,41.931379999999997,370,1,370,Branch County,2153
371,371,12-90,59962749,COLDWATER,BRANCH,6,6,167.639999999999986,160.020000000000010,31,July,1967,-84.975650000000002,41.823039999999999,371,1,371,Branch County,3081
372,372,12-90,59962745,COLDWATER,BRANCH,3,19,144.780000000000001,104.140000000000001,24,May,1994,-84.975650000000002,41.823039999999999,372,1,372,Branch County,3081
373,373,12-90,59962749,COLDWATER,BRANCH,3,3,142.240000000000009,116.840000000000003,31,July,1967,-84.975650000000002,41.823039999999999,373,1,373,Branch County,3081
374,374,12-90,59962747,COLDWATER,BRANCH,7,2,210.819999999999993,208.280000000000001,31,May,1983,-84.975650000000002,41.823039999999999,374,1,374,Branch County,3081
375,375,12-90,59962749,COLDWATER,BRANCH,7,3,185.419999999999987,172.719999999999999,31,July,1967,-84.975650000000002,41.823039999999999,375,1,375,Branch County,3081
376,376,12-90,59962747,COLDWATER,BRANCH,4,15,180.340000000000003,162.560000000000002,31,May,1983,-84.975650000000002,41.823039999999999,376,1,376,Branch County,3081
377,377,12-90,59962745,COLDWATER,BRANCH,4,15,177.800000000000011,149.860000000000014,24,May,1994,-84.975650000000002,41.823039999999999,377,1,377,Branch County,3081
378,378,12-90,59962745,COLDWATER,BRANCH,7,8,238.759999999999991,223.520000000000010,24,May,1994,-84.975650000000002,41.823039999999999,378,1,378,Branch County,3081
379,379,12-90,59962745,COLDWATER,BRANCH,5,14,200.659999999999997,175.259999999999991,24,May,1994,-84.975650000000002,41.823039999999999,379,1,379,Branch County,3081
380,380,12-90,59962749,COLDWATER,BRANCH,4,3,157.479999999999990,152.400000000000006,31,July,1967,-84.975650000000002,41.823039999999999,380,1,380,Branch County,3081
381,381,12-90,59962745,COLDWATER,BRANCH,6,4,223.520000000000010,213.360000000000014,24,May,1994,-84.975650000000002,41.823039999999999,381,1,381,Branch County,3081
382,382,12-90,59962747,COLDWATER,BRANCH,6,8,238.759999999999991,208.280000000000001,31,May,1983,-84.975650000000002,41.823039999999999,382,1,382,Branch County,3081
383,383,12-90,59962745,COLDWATER,BRANCH,9,2,256.540000000000020,254.000000000000000,24,May,1994,-84.975650000000002,41.823039999999999,383,1,383,Branch County,3081
384,384,12-90,59962747,COLDWATER,BRANCH,5,8,203.199999999999989,185.419999999999987,31,May,1983,-84.975650000000002,41.823039999999999,384,1,384,Branch County,3081
385,385,12-90,59962745,COLDWATER,BRANCH,8,8,241.300000000000011,228.599999999999994,24,May,1994,-84.975650000000002,41.823039999999999,385,1,385,Branch County,3081
386,386,12-90,59962747,COLDWATER,BRANCH,3,12,167.639999999999986,149.860000000000014,31,May,1983,-84.975650000000002,41.823039999999999,386,1,386,Branch County,3081
387,387,13-144,61379420,WABASCON,CALHOUN,2,8,129.539999999999992,109.219999999999999,16,June,1989,-85.216759999999994,42.413040000000002,387,1,387,Calhoun County,3498
388,388,13-144,61379419,WABASCON,CALHOUN,1,46,152.000000000000000,113.900000000000006,16,October,1979,-85.216759999999994,42.413040000000002,388,1,388,Calhoun County,3498
389,389,13-144,61379419,WABASCON,CALHOUN,4,8,224.000000000000000,212.900000000000006,16,October,1979,-85.216759999999994,42.413040000000002,389,1,389,Calhoun County,3498
390,390,13-144,61379419,WABASCON,CALHOUN,5,4,240.000000000000000,230.000000000000000,16,October,1979,-85.216759999999994,42.413040000000002,390,1,390,Calhoun County,3498
391,391,13-144,61379420,WABASCON,CALHOUN,3,9,149.860000000000014,139.699999999999989,16,June,1989,-85.216759999999994,42.413040000000002,391,1,391,Calhoun County,3498
392,392,13-144,61379420,WABASCON,CALHOUN,4,7,170.180000000000007,162.560000000000002,16,June,1989,-85.216759999999994,42.413040000000002,392,1,392,Calhoun County,3498
393,393,13-144,61379419,WABASCON,CALHOUN,3,2,200.000000000000000,198.500000000000000,16,October,1979,-85.216759999999994,42.413040000000002,393,1,393,Calhoun County,3498
394,394,13-144,61379420,WABASCON,CALHOUN,5,11,195.580000000000013,180.340000000000003,16,June,1989,-85.216759999999994,42.413040000000002,394,1,394,Calhoun County,3498
395,395,13-144,61379420,WABASCON,CALHOUN,9,2,228.599999999999994,228.599999999999994,16,June,1989,-85.216759999999994,42.413040000000002,395,1,395,Calhoun County,3498
396,396,13-144,61379419,WABASCON,CALHOUN,2,15,192.000000000000000,171.599999999999994,16,October,1979,-85.216759999999994,42.413040000000002,396,1,396,Calhoun County,3498
397,397,13-144,61379420,WABASCON,CALHOUN,6,6,208.280000000000001,198.120000000000005,16,June,1989,-85.216759999999994,42.413040000000002,397,1,397,Calhoun County,3498
398,398,13-17,59962801,BELL,CALHOUN,5,4,187.960000000000008,172.719999999999999,19,June,1990,-84.753399999999999,42.363489999999999,398,1,398,Calhoun County,44950
399,399,13-17,59962801,BELL,CALHOUN,3,17,172.719999999999999,147.319999999999993,19,June,1990,-84.753399999999999,42.363489999999999,399,1,399,Calhoun County,44950
400,400,13-17,59962801,BELL,CALHOUN,2,4,121.920000000000002,116.840000000000003,19,June,1990,-84.753399999999999,42.363489999999999,400,1,400,Calhoun County,44950
401,401,13-17,59962801,BELL,CALHOUN,4,5,187.960000000000008,182.879999999999995,19,June,1990,-84.753399999999999,42.363489999999999,401,1,401,Calhoun County,44950
402,402,13-18,59962810,CLARKS,CALHOUN,3,11,160.020000000000010,149.860000000000014,19,June,1990,-84.753209999999996,42.354460000000003,402,1,402,Calhoun County,44950
403,403,13-18,59962810,CLARKS,CALHOUN,2,2,121.920000000000002,119.379999999999995,19,June,1990,-84.753209999999996,42.354460000000003,403,1,403,Calhoun County,44950
404,404,13-18,59962810,CLARKS,CALHOUN,4,10,165.099999999999994,152.400000000000006,19,June,1990,-84.753209999999996,42.354460000000003,404,1,404,Calhoun County,44950
405,405,13-18,59962810,CLARKS,CALHOUN,5,3,187.960000000000008,177.800000000000011,19,June,1990,-84.753209999999996,42.354460000000003,405,1,405,Calhoun County,44950
406,406,13-203,61379425,WINNIPEG,CALHOUN,4,21,172.719999999999999,139.699999999999989,2,June,1989,-84.812590000000000,42.304160000000003,406,1,406,Calhoun County,2974
407,407,13-203,61379425,WINNIPEG,CALHOUN,5,8,210.819999999999993,157.479999999999990,2,June,1989,-84.812590000000000,42.304160000000003,407,1,407,Calhoun County,2974
408,408,13-203,61379425,WINNIPEG,CALHOUN,8,3,213.360000000000014,195.580000000000013,2,June,1989,-84.812590000000000,42.304160000000003,408,1,408,Calhoun County,2974
409,409,13-203,61379425,WINNIPEG,CALHOUN,7,5,187.960000000000008,182.879999999999995,2,June,1989,-84.812590000000000,42.304160000000003,409,1,409,Calhoun County,2974
410,410,13-203,61379425,WINNIPEG,CALHOUN,6,4,190.500000000000000,182.879999999999995,2,June,1989,-84.812590000000000,42.304160000000003,410,1,410,Calhoun County,2974
411,411,13-216,61379415,MONTCALM,CALHOUN,4,6,172.719999999999999,160.020000000000010,1,September,1965,-84.795370000000005,42.271659999999997,411,1,411,Calhoun County,54316
412,412,13-23,61379422,PRAIRIE,CALHOUN,5,12,228.599999999999994,205.740000000000009,24,June,1993,-84.795649999999995,42.345540000000000,412,1,412,Calhoun County,690
413,413,13-23,61379421,PRAIRIE,CALHOUN,1,16,93.980000000000004,71.120000000000005,29,June,1984,-84.795649999999995,42.345540000000000,413,1,413,Calhoun County,690
414,414,13-23,61379422,PRAIRIE,CALHOUN,2,17,157.479999999999990,96.519999999999996,24,June,1993,-84.795649999999995,42.345540000000000,414,1,414,Calhoun County,690
415,415,13-23,61379421,PRAIRIE,CALHOUN,2,17,132.080000000000013,111.760000000000005,29,June,1984,-84.795649999999995,42.345540000000000,415,1,415,Calhoun County,690
416,416,13-23,61379421,PRAIRIE,CALHOUN,3,6,152.400000000000006,144.780000000000001,29,June,1984,-84.795649999999995,42.345540000000000,416,1,416,Calhoun County,690
417,417,13-23,61379422,PRAIRIE,CALHOUN,3,19,198.120000000000005,157.479999999999990,24,June,1993,-84.795649999999995,42.345540000000000,417,1,417,Calhoun County,690
418,418,13-23,61379421,PRAIRIE,CALHOUN,8,4,226.060000000000002,215.900000000000006,29,June,1984,-84.795649999999995,42.345540000000000,418,1,418,Calhoun County,690
419,419,13-23,61379421,PRAIRIE,CALHOUN,7,6,210.819999999999993,208.280000000000001,29,June,1984,-84.795649999999995,42.345540000000000,419,1,419,Calhoun County,690
420,420,13-23,61379421,PRAIRIE,CALHOUN,6,5,203.199999999999989,195.580000000000013,29,June,1984,-84.795649999999995,42.345540000000000,420,1,420,Calhoun County,690
421,421,13-23,61379422,PRAIRIE,CALHOUN,4,10,215.900000000000006,190.500000000000000,24,June,1993,-84.795649999999995,42.345540000000000,421,1,421,Calhoun County,690
422,422,13-23,61379421,PRAIRIE,CALHOUN,4,7,167.639999999999986,157.479999999999990,29,June,1984,-84.795649999999995,42.345540000000000,422,1,422,Calhoun County,690
423,423,13-23,61379421,PRAIRIE,CALHOUN,5,11,203.199999999999989,177.800000000000011,29,June,1984,-84.795649999999995,42.345540000000000,423,1,423,Calhoun County,690
424,424,13-246,58755212,INDIAN,Lapeer,3,4,185.419999999999987,172.719999999999999,11,July,1963,,,424,0,424,,
425,425,13-340,59962796,BEADLE,CALHOUN,2,7,114.299999999999997,91.439999999999998,18,September,1961,-85.146760000000000,42.275820000000003,425,1,425,Calhoun County,124726
426,426,13-340,59962798,BEADLE,CALHOUN,1,8,88.900000000000006,71.120000000000005,18,October,1983,-85.146760000000000,42.275820000000003,426,1,426,Calhoun County,124726
427,427,13-340,59962796,BEADLE,CALHOUN,5,8,182.879999999999995,149.860000000000014,18,September,1961,-85.146760000000000,42.275820000000003,427,1,427,Calhoun County,124726
428,428,13-340,59962799,BEADLE,CALHOUN,6,2,162.560000000000002,157.479999999999990,12,September,1962,-85.146760000000000,42.275820000000003,428,1,428,Calhoun County,124726
429,429,13-340,59962798,BEADLE,CALHOUN,3,18,165.099999999999994,137.159999999999997,18,October,1983,-85.146760000000000,42.275820000000003,429,1,429,Calhoun County,124726
430,430,13-340,59962798,BEADLE,CALHOUN,4,10,182.879999999999995,170.180000000000007,18,October,1983,-85.146760000000000,42.275820000000003,430,1,430,Calhoun County,124726
431,431,13-340,59962796,BEADLE,CALHOUN,3,2,106.680000000000007,104.140000000000001,18,September,1961,-85.146760000000000,42.275820000000003,431,1,431,Calhoun County,124726
432,432,13-340,59962799,BEADLE,CALHOUN,4,9,144.780000000000001,129.539999999999992,12,September,1962,-85.146760000000000,42.275820000000003,432,1,432,Calhoun County,124726
433,433,13-340,59962796,BEADLE,CALHOUN,6,3,185.419999999999987,175.259999999999991,18,September,1961,-85.146760000000000,42.275820000000003,433,1,433,Calhoun County,124726
434,434,13-340,59962798,BEADLE,CALHOUN,5,5,185.419999999999987,180.340000000000003,18,October,1983,-85.146760000000000,42.275820000000003,434,1,434,Calhoun County,124726
435,435,13-340,59962799,BEADLE,CALHOUN,3,10,124.459999999999994,111.760000000000005,12,September,1962,-85.146760000000000,42.275820000000003,435,1,435,Calhoun County,124726
436,436,13-340,59962796,BEADLE,CALHOUN,4,13,154.939999999999998,129.539999999999992,18,September,1961,-85.146760000000000,42.275820000000003,436,1,436,Calhoun County,124726
437,437,13-340,59962799,BEADLE,CALHOUN,5,9,157.479999999999990,142.240000000000009,12,September,1962,-85.146760000000000,42.275820000000003,437,1,437,Calhoun County,124726
438,438,13-340,59962798,BEADLE,CALHOUN,2,15,129.539999999999992,104.140000000000001,18,October,1983,-85.146760000000000,42.275820000000003,438,1,438,Calhoun County,124726
439,439,13-359,59962824,GOGUAC,CALHOUN,2,4,99.060000000000002,93.980000000000004,9,June,1981,-85.210369999999998,42.288879999999999,439,1,439,Calhoun County,613
440,440,13-359,59962822,GOGUAC,CALHOUN,2,7,116.840000000000003,111.760000000000005,17,June,1988,-85.210369999999998,42.288879999999999,440,1,440,Calhoun County,613
441,441,13-359,59962824,GOGUAC,CALHOUN,6,4,198.120000000000005,193.039999999999992,9,June,1981,-85.210369999999998,42.288879999999999,441,1,441,Calhoun County,613
442,442,13-359,59962822,GOGUAC,CALHOUN,3,7,160.020000000000010,132.080000000000013,17,June,1988,-85.210369999999998,42.288879999999999,442,1,442,Calhoun County,613
443,443,13-359,59962824,GOGUAC,CALHOUN,3,8,129.539999999999992,111.760000000000005,9,June,1981,-85.210369999999998,42.288879999999999,443,1,443,Calhoun County,613
444,444,13-359,59962824,GOGUAC,CALHOUN,4,19,167.639999999999986,147.319999999999993,9,June,1981,-85.210369999999998,42.288879999999999,444,1,444,Calhoun County,613
445,445,13-359,59962823,GOGUAC,CALHOUN,3,27,162.560000000000002,134.620000000000005,26,June,1978,-85.210369999999998,42.288879999999999,445,1,445,Calhoun County,613
446,446,13-359,59962823,GOGUAC,CALHOUN,4,28,172.719999999999999,154.939999999999998,26,June,1978,-85.210369999999998,42.288879999999999,446,1,446,Calhoun County,613
447,447,13-359,59962822,GOGUAC,CALHOUN,5,9,187.960000000000008,177.800000000000011,17,June,1988,-85.210369999999998,42.288879999999999,447,1,447,Calhoun County,613
448,448,13-359,59962823,GOGUAC,CALHOUN,5,5,200.659999999999997,177.800000000000011,26,June,1978,-85.210369999999998,42.288879999999999,448,1,448,Calhoun County,613
449,449,13-359,59962823,GOGUAC,CALHOUN,2,7,114.299999999999997,101.599999999999994,26,June,1978,-85.210369999999998,42.288879999999999,449,1,449,Calhoun County,613
450,450,13-359,59962824,GOGUAC,CALHOUN,5,6,190.500000000000000,172.719999999999999,9,June,1981,-85.210369999999998,42.288879999999999,450,1,450,Calhoun County,613
451,451,13-359,59962822,GOGUAC,CALHOUN,4,15,162.560000000000002,149.860000000000014,17,June,1988,-85.210369999999998,42.288879999999999,451,1,451,Calhoun County,613
452,452,13-36,59688006,OFTHEWOODS,CALHOUN,5,2,208.280000000000001,195.580000000000013,28,March,1994,-84.925370000000001,42.364989999999999,452,1,452,Calhoun County,109079
453,453,13-36,59962831,OFTHEWOODS,CALHOUN,3,6,193.039999999999992,182.879999999999995,6,October,1988,-84.925370000000001,42.364989999999999,453,1,453,Calhoun County,109079
454,454,13-36,59962831,OFTHEWOODS,CALHOUN,4,6,203.199999999999989,190.500000000000000,6,October,1988,-84.925370000000001,42.364989999999999,454,1,454,Calhoun County,109079
455,455,13-36,59688006,OFTHEWOODS,CALHOUN,6,3,210.819999999999993,208.280000000000001,28,March,1994,-84.925370000000001,42.364989999999999,455,1,455,Calhoun County,109079
456,456,13-36,59962831,OFTHEWOODS,CALHOUN,1,4,116.840000000000003,111.760000000000005,6,October,1988,-84.925370000000001,42.364989999999999,456,1,456,Calhoun County,109079
457,457,13-36,59688006,OFTHEWOODS,CALHOUN,2,5,106.680000000000007,104.140000000000001,28,March,1994,-84.925370000000001,42.364989999999999,457,1,457,Calhoun County,109079
458,458,13-36,59688006,OFTHEWOODS,CALHOUN,4,19,198.120000000000005,175.259999999999991,28,March,1994,-84.925370000000001,42.364989999999999,458,1,458,Calhoun County,109079
459,459,13-36,59688006,OFTHEWOODS,CALHOUN,3,14,157.479999999999990,127.000000000000000,28,March,1994,-84.925370000000001,42.364989999999999,459,1,459,Calhoun County,109079
460,460,13-36,59962831,OFTHEWOODS,CALHOUN,2,23,180.340000000000003,144.780000000000001,6,October,1988,-84.925370000000001,42.364989999999999,460,1,460,Calhoun County,109079
461,461,13-412,59962802,BRACELOWER,CALHOUN,4,12,144.780000000000001,132.080000000000013,30,May,1990,-84.937590000000000,42.233319999999999,461,1,461,Calhoun County,2038
462,462,13-412,59962805,BRACELOWER,CALHOUN,3,5,170.180000000000007,152.400000000000006,15,October,1986,-84.937590000000000,42.233319999999999,462,1,462,Calhoun County,2038
463,463,13-412,59962806,BRACELOWER,CALHOUN,7,2,200.659999999999997,193.039999999999992,21,September,1960,-84.937590000000000,42.233319999999999,463,1,463,Calhoun County,2038
464,464,13-412,59962805,BRACELOWER,CALHOUN,5,5,195.580000000000013,190.500000000000000,15,October,1986,-84.937590000000000,42.233319999999999,464,1,464,Calhoun County,2038
465,465,13-412,59962806,BRACELOWER,CALHOUN,4,38,157.479999999999990,134.620000000000005,21,September,1960,-84.937590000000000,42.233319999999999,465,1,465,Calhoun County,2038
466,466,13-412,59962803,BRACELOWER,CALHOUN,8,4,220.979999999999990,218.439999999999998,31,May,1990,-84.937590000000000,42.233319999999999,466,1,466,Calhoun County,2038
467,467,13-412,59962805,BRACELOWER,CALHOUN,4,12,180.340000000000003,172.719999999999999,15,October,1986,-84.937590000000000,42.233319999999999,467,1,467,Calhoun County,2038
468,468,13-412,59962804,BRACELOWER,CALHOUN,5,15,198.120000000000005,172.719999999999999,28,September,1982,-84.937590000000000,42.233319999999999,468,1,468,Calhoun County,2038
469,469,13-412,59962804,BRACELOWER,CALHOUN,6,8,190.500000000000000,177.800000000000011,28,September,1982,-84.937590000000000,42.233319999999999,469,1,469,Calhoun County,2038
470,470,13-412,59962803,BRACELOWER,CALHOUN,7,14,215.900000000000006,195.580000000000013,31,May,1990,-84.937590000000000,42.233319999999999,470,1,470,Calhoun County,2038
471,471,13-412,59962802,BRACELOWER,CALHOUN,5,5,175.259999999999991,160.020000000000010,30,May,1990,-84.937590000000000,42.233319999999999,471,1,471,Calhoun County,2038
472,472,13-412,59962805,BRACELOWER,CALHOUN,6,2,200.659999999999997,195.580000000000013,15,October,1986,-84.937590000000000,42.233319999999999,472,1,472,Calhoun County,2038
473,473,13-412,59962803,BRACELOWER,CALHOUN,5,8,175.259999999999991,152.400000000000006,31,May,1990,-84.937590000000000,42.233319999999999,473,1,473,Calhoun County,2038
474,474,13-412,59962802,BRACELOWER,CALHOUN,3,5,119.379999999999995,114.299999999999997,30,May,1990,-84.937590000000000,42.233319999999999,474,1,474,Calhoun County,2038
475,475,13-412,59962806,BRACELOWER,CALHOUN,6,2,195.580000000000013,170.180000000000007,21,September,1960,-84.937590000000000,42.233319999999999,475,1,475,Calhoun County,2038
476,476,13-412,59962802,BRACELOWER,CALHOUN,9,3,210.819999999999993,198.120000000000005,30,May,1990,-84.937590000000000,42.233319999999999,476,1,476,Calhoun County,2038
477,477,13-412,59962805,BRACELOWER,CALHOUN,2,10,147.319999999999993,134.620000000000005,15,October,1986,-84.937590000000000,42.233319999999999,477,1,477,Calhoun County,2038
478,478,13-412,59962804,BRACELOWER,CALHOUN,4,18,165.099999999999994,137.159999999999997,28,September,1982,-84.937590000000000,42.233319999999999,478,1,478,Calhoun County,2038
479,479,13-412,59962803,BRACELOWER,CALHOUN,6,9,203.199999999999989,157.479999999999990,31,May,1990,-84.937590000000000,42.233319999999999,479,1,479,Calhoun County,2038
480,480,13-412,59962806,BRACELOWER,CALHOUN,3,12,139.699999999999989,116.840000000000003,21,September,1960,-84.937590000000000,42.233319999999999,480,1,480,Calhoun County,2038
481,481,13-412,59962802,BRACELOWER,CALHOUN,6,5,180.340000000000003,175.259999999999991,30,May,1990,-84.937590000000000,42.233319999999999,481,1,481,Calhoun County,2038
482,482,13-412,59962802,BRACELOWER,CALHOUN,7,12,208.280000000000001,190.500000000000000,30,May,1990,-84.937590000000000,42.233319999999999,482,1,482,Calhoun County,2038
483,483,13-412,59962806,BRACELOWER,CALHOUN,2,5,101.599999999999994,93.980000000000004,21,September,1960,-84.937590000000000,42.233319999999999,483,1,483,Calhoun County,2038
484,484,13-412,59962805,BRACELOWER,CALHOUN,1,8,119.379999999999995,109.219999999999999,15,October,1986,-84.937590000000000,42.233319999999999,484,1,484,Calhoun County,2038
485,485,13-412,59962804,BRACELOWER,CALHOUN,3,14,139.699999999999989,104.140000000000001,28,September,1982,-84.937590000000000,42.233319999999999,485,1,485,Calhoun County,2038
486,486,13-412,59962802,BRACELOWER,CALHOUN,8,4,208.280000000000001,205.740000000000009,30,May,1990,-84.937590000000000,42.233319999999999,486,1,486,Calhoun County,2038
487,487,13-412,59962802,BRACELOWER,CALHOUN,2,4,99.060000000000002,96.519999999999996,30,May,1990,-84.937590000000000,42.233319999999999,487,1,487,Calhoun County,2038
488,488,13-412,59962803,BRACELOWER,CALHOUN,4,12,137.159999999999997,116.840000000000003,31,May,1990,-84.937590000000000,42.233319999999999,488,1,488,Calhoun County,2038
489,489,13-412,59962806,BRACELOWER,CALHOUN,5,27,185.419999999999987,152.400000000000006,21,September,1960,-84.937590000000000,42.233319999999999,489,1,489,Calhoun County,2038
490,490,13-413,59962807,BRACEUPPER,CALHOUN,3,26,139.699999999999989,109.219999999999999,20,September,1960,-84.945650000000001,42.227209999999999,490,1,490,Calhoun County,2038
491,491,13-413,59962807,BRACEUPPER,CALHOUN,4,28,157.479999999999990,129.539999999999992,20,September,1960,-84.945650000000001,42.227209999999999,491,1,491,Calhoun County,2038
492,492,13-413,59962811,BRACEUPPER,CALHOUN,2,11,124.459999999999994,116.840000000000003,14,October,1986,-84.945650000000001,42.227209999999999,492,1,492,Calhoun County,2038
493,493,13-413,59962811,BRACEUPPER,CALHOUN,4,17,185.419999999999987,167.639999999999986,14,October,1986,-84.945650000000001,42.227209999999999,493,1,493,Calhoun County,2038
494,494,13-413,59962811,BRACEUPPER,CALHOUN,5,7,205.740000000000009,185.419999999999987,14,October,1986,-84.945650000000001,42.227209999999999,494,1,494,Calhoun County,2038
495,495,13-413,59962811,BRACEUPPER,CALHOUN,3,9,149.860000000000014,142.240000000000009,14,October,1986,-84.945650000000001,42.227209999999999,495,1,495,Calhoun County,2038
496,496,13-413,59962807,BRACEUPPER,CALHOUN,7,2,193.039999999999992,193.039999999999992,20,September,1960,-84.945650000000001,42.227209999999999,496,1,496,Calhoun County,2038
497,497,13-413,59962807,BRACEUPPER,CALHOUN,2,4,101.599999999999994,96.519999999999996,20,September,1960,-84.945650000000001,42.227209999999999,497,1,497,Calhoun County,2038
498,498,13-413,59962807,BRACEUPPER,CALHOUN,5,11,172.719999999999999,147.319999999999993,20,September,1960,-84.945650000000001,42.227209999999999,498,1,498,Calhoun County,2038
499,499,13-446,61379413,MAYNARD,CALHOUN,4,15,187.960000000000008,172.719999999999999,26,July,1977,-84.948149999999998,42.218600000000002,499,1,499,Calhoun County,91645
500,500,13-446,61379414,MAYNARD,CALHOUN,3,7,162.560000000000002,144.780000000000001,13,July,1968,-84.948149999999998,42.218600000000002,500,1,500,Calhoun County,91645
501,501,13-446,61379413,MAYNARD,CALHOUN,6,4,266.699999999999989,228.599999999999994,26,July,1977,-84.948149999999998,42.218600000000002,501,1,501,Calhoun County,91645
502,502,13-446,61379413,MAYNARD,CALHOUN,3,48,170.180000000000007,144.780000000000001,26,July,1977,-84.948149999999998,42.218600000000002,502,1,502,Calhoun County,91645
503,503,13-446,61379413,MAYNARD,CALHOUN,5,9,203.199999999999989,193.039999999999992,26,July,1977,-84.948149999999998,42.218600000000002,503,1,503,Calhoun County,91645
504,504,13-446,61379413,MAYNARD,CALHOUN,2,6,152.400000000000006,121.920000000000002,26,July,1977,-84.948149999999998,42.218600000000002,504,1,504,Calhoun County,91645
505,505,13-446,61379414,MAYNARD,CALHOUN,4,4,175.259999999999991,152.400000000000006,13,July,1968,-84.948149999999998,42.218600000000002,505,1,505,Calhoun County,91645
506,506,13-448,58754497,TAMARACK,Gogebic,6,3,187.960000000000008,182.879999999999995,30,June,1981,,,506,0,506,,
507,507,13-448,58754498,TAMARACK,Gogebic,5,10,238.759999999999991,208.280000000000001,10,July,1962,,,507,0,507,,
508,508,13-448,58754497,TAMARACK,Gogebic,7,4,203.199999999999989,187.960000000000008,30,June,1981,,,508,0,508,,
509,509,13-448,58754497,TAMARACK,Gogebic,5,4,152.400000000000006,147.319999999999993,30,June,1981,,,509,0,509,,
510,510,13-448,58754498,TAMARACK,Gogebic,3,2,165.099999999999994,162.560000000000002,10,July,1962,,,510,0,510,,
511,511,13-448,58754498,TAMARACK,Gogebic,6,5,246.379999999999995,215.900000000000006,10,July,1962,,,511,0,511,,
512,512,13-448,58754497,TAMARACK,Gogebic,9,2,215.900000000000006,213.360000000000014,30,June,1981,,,512,0,512,,
513,513,13-448,58754497,TAMARACK,Gogebic,8,6,203.199999999999989,198.120000000000005,30,June,1981,,,513,0,513,,
514,514,13-463,61379417,NOTTAWE,CALHOUN,2,4,109.219999999999999,96.519999999999996,7,May,1963,-84.986770000000007,42.158969999999997,514,1,514,Calhoun County,707
515,515,13-463,61379416,NOTTAWE,CALHOUN,1,2,40.640000000000001,40.640000000000001,1,June,1983,-84.986770000000007,42.158969999999997,515,1,515,Calhoun County,707
516,516,13-463,61379417,NOTTAWE,CALHOUN,5,2,175.259999999999991,172.719999999999999,7,May,1963,-84.986770000000007,42.158969999999997,516,1,516,Calhoun County,707
517,517,13-463,61379417,NOTTAWE,CALHOUN,3,22,144.780000000000001,119.379999999999995,7,May,1963,-84.986770000000007,42.158969999999997,517,1,517,Calhoun County,707
518,518,13-463,61379416,NOTTAWE,CALHOUN,5,3,180.340000000000003,170.180000000000007,1,June,1983,-84.986770000000007,42.158969999999997,518,1,518,Calhoun County,707
519,519,13-463,61379416,NOTTAWE,CALHOUN,4,14,187.960000000000008,165.099999999999994,1,June,1983,-84.986770000000007,42.158969999999997,519,1,519,Calhoun County,707
520,520,13-463,61379416,NOTTAWE,CALHOUN,3,19,144.780000000000001,124.459999999999994,1,June,1983,-84.986770000000007,42.158969999999997,520,1,520,Calhoun County,707
521,521,13-463,61379417,NOTTAWE,CALHOUN,4,24,190.500000000000000,154.939999999999998,7,May,1963,-84.986770000000007,42.158969999999997,521,1,521,Calhoun County,707
522,522,13-463,61379416,NOTTAWE,CALHOUN,6,5,213.360000000000014,200.659999999999997,1,June,1983,-84.986770000000007,42.158969999999997,522,1,522,Calhoun County,707
523,523,13-463,61379416,NOTTAWE,CALHOUN,2,20,106.680000000000007,81.280000000000001,1,June,1983,-84.986770000000007,42.158969999999997,523,1,523,Calhoun County,707
524,524,13-487,61379410,LEES,CALHOUN,4,17,170.180000000000007,144.780000000000001,29,May,1962,-85.118430000000004,42.179430000000004,524,1,524,Calhoun County,937
