"new_key","year","AGE","agriculture","area_ha","county","cpue","date","day","DD_mean","dd_year","decade","depth_m","doy","forests","lagoslakeid","LAT_DD","length_mean_mm","lmb","logarea","logcounty","logdepth","LONG_DD","mean_secchi_m","month","nhdid","perch","pike","Survey_Number","Total.Population","type","urban","walleye","wetlands"
"1-138",2009,2,0.066468253968254,34.8232583812222,"alcona",25.2,"2009-6-9","9",4251.298031,3946.315804,2010,3.78446936604694,160,0.654761904761905,4143,44.73555,62.9355555555556,1,3.55028550782584,9.30036387462377,1.33090568315035,-83.86954,NA,"6",113471599,1,1,7942,"10942","contemporary",0.224206349206349,1,0.0545634920634921
"1-138",2009,3,0.066468253968254,34.8232583812222,"alcona",25.2,"2009-6-9","9",4441.92523866667,3946.315804,2010,3.78446936604694,160,0.654761904761905,4143,44.73555,96.5320952380952,1,3.55028550782584,9.30036387462377,1.33090568315035,-83.86954,NA,"6",113471599,1,1,7942,"10942","contemporary",0.224206349206349,1,0.0545634920634921
"1-138",2009,4,0.066468253968254,34.8232583812222,"alcona",25.2,"2009-6-9","9",4466.73572825,3946.315804,2010,3.78446936604694,160,0.654761904761905,4143,44.73555,155.286363636364,1,3.55028550782584,9.30036387462377,1.33090568315035,-83.86954,NA,"6",113471599,1,1,7942,"10942","contemporary",0.224206349206349,1,0.0545634920634921
"1-138",2009,5,0.066468253968254,34.8232583812222,"alcona",25.2,"2009-6-9","9",4442.490095,3946.315804,2010,3.78446936604694,160,0.654761904761905,4143,44.73555,204.893333333333,1,3.55028550782584,9.30036387462377,1.33090568315035,-83.86954,NA,"6",113471599,1,1,7942,"10942","contemporary",0.224206349206349,1,0.0545634920634921
"1-138",2009,6,0.066468253968254,34.8232583812222,"alcona",25.2,"2009-6-9","9",4391.24880633333,3946.315804,2010,3.78446936604694,160,0.654761904761905,4143,44.73555,214.745454545455,1,3.55028550782584,9.30036387462377,1.33090568315035,-83.86954,NA,"6",113471599,1,1,7942,"10942","contemporary",0.224206349206349,1,0.0545634920634921
"1-138",2009,7,0.066468253968254,34.8232583812222,"alcona",25.2,"2009-6-9","9",4416.50123071429,3946.315804,2010,3.78446936604694,160,0.654761904761905,4143,44.73555,223.012,1,3.55028550782584,9.30036387462377,1.33090568315035,-83.86954,NA,"6",113471599,1,1,7942,"10942","contemporary",0.224206349206349,1,0.0545634920634921
"1-138",2009,8,0.066468253968254,34.8232583812222,"alcona",25.2,"2009-6-9","9",4479.45029375,3946.315804,2010,3.78446936604694,160,0.654761904761905,4143,44.73555,232.833333333333,1,3.55028550782584,9.30036387462377,1.33090568315035,-83.86954,NA,"6",113471599,1,1,7942,"10942","contemporary",0.224206349206349,1,0.0545634920634921
"1-16",2008,2,NA,36.606997227843,"alcona",22.2,"2008-5-28","28",4832.9976755,4249.494216,2010,7.28973499238037,149,NA,NA,44.57055,55.245,1,3.60023940322315,9.30036387462377,1.98646719314861,-83.69899,5.18134715025907,"5",83976899,1,1,7558,"10942","contemporary",NA,1,NA
"1-16",2008,3,NA,36.606997227843,"alcona",22.2,"2008-5-28","28",4814.22973566667,4249.494216,2010,7.28973499238037,149,NA,NA,44.57055,76.2,1,3.60023940322315,9.30036387462377,1.98646719314861,-83.69899,5.18134715025907,"5",83976899,1,1,7558,"10942","contemporary",NA,1,NA
"1-16",2008,5,NA,36.606997227843,"alcona",22.2,"2008-5-28","28",4658.5765414,4249.494216,2010,7.28973499238037,149,NA,NA,44.57055,203.2,1,3.60023940322315,9.30036387462377,1.98646719314861,-83.69899,5.18134715025907,"5",83976899,1,1,7558,"10942","contemporary",NA,1,NA
"1-16",2008,6,NA,36.606997227843,"alcona",22.2,"2008-5-28","28",4681.19656733333,4249.494216,2010,7.28973499238037,149,NA,NA,44.57055,177.8,1,3.60023940322315,9.30036387462377,1.98646719314861,-83.69899,5.18134715025907,"5",83976899,1,1,7558,"10942","contemporary",NA,1,NA
"1-16",2008,7,NA,36.606997227843,"alcona",22.2,"2008-5-28","28",4749.52991357143,4249.494216,2010,7.28973499238037,149,NA,NA,44.57055,212.231111111111,1,3.60023940322315,9.30036387462377,1.98646719314861,-83.69899,5.18134715025907,"5",83976899,1,1,7558,"10942","contemporary",NA,1,NA
"1-16",2008,8,NA,36.606997227843,"alcona",22.2,"2008-5-28","28",4747.86051675,4249.494216,2010,7.28973499238037,149,NA,NA,44.57055,228.6,1,3.60023940322315,9.30036387462377,1.98646719314861,-83.69899,5.18134715025907,"5",83976899,1,1,7558,"10942","contemporary",NA,1,NA
"1-16",2008,3,NA,36.606997227843,"alcona",22.2,"2008-5-29","29",4814.22973566667,4249.494216,2010,7.28973499238037,150,NA,NA,44.57055,95.7384615384615,1,3.60023940322315,9.30036387462377,1.98646719314861,-83.69899,5.18134715025907,"5",83976899,1,1,7558,"10942","contemporary",NA,1,NA
"1-16",2008,4,NA,36.606997227843,"alcona",22.2,"2008-5-29","29",4746.48469,4249.494216,2010,7.28973499238037,150,NA,NA,44.57055,116.84,1,3.60023940322315,9.30036387462377,1.98646719314861,-83.69899,5.18134715025907,"5",83976899,1,1,7558,"10942","contemporary",NA,1,NA
"1-16",2008,5,NA,36.606997227843,"alcona",22.2,"2008-5-29","29",4658.5765414,4249.494216,2010,7.28973499238037,150,NA,NA,44.57055,119.888,1,3.60023940322315,9.30036387462377,1.98646719314861,-83.69899,5.18134715025907,"5",83976899,1,1,7558,"10942","contemporary",NA,1,NA
"1-16",2008,6,NA,36.606997227843,"alcona",22.2,"2008-5-29","29",4681.19656733333,4249.494216,2010,7.28973499238037,150,NA,NA,44.57055,153.924,1,3.60023940322315,9.30036387462377,1.98646719314861,-83.69899,5.18134715025907,"5",83976899,1,1,7558,"10942","contemporary",NA,1,NA
"1-16",2008,7,NA,36.606997227843,"alcona",22.2,"2008-5-29","29",4749.52991357143,4249.494216,2010,7.28973499238037,150,NA,NA,44.57055,198.12,1,3.60023940322315,9.30036387462377,1.98646719314861,-83.69899,5.18134715025907,"5",83976899,1,1,7558,"10942","contemporary",NA,1,NA
"1-179",1962,2,0.3125,40.7701878996358,"alcona",NA,"1962-6-5","5",4381.3338935,4185.88025,1960,1.48783933556842,156,0.3125,3540,44.68999,116.84,NA,3.70795112559257,8.75652500292697,0.397324957173035,-83.40954,NA,"6",83976131,NA,NA,59962241,"6352","historical",0.1875,NA,0.1875
"1-179",1962,3,0.3125,40.7701878996358,"alcona",NA,"1962-6-5","5",4389.71889066667,4185.88025,1960,1.48783933556842,156,0.3125,3540,44.68999,154.94,NA,3.70795112559257,8.75652500292697,0.397324957173035,-83.40954,NA,"6",83976131,NA,NA,59962241,"6352","historical",0.1875,NA,0.1875
"1-179",1983,1,0.25,40.7701878996358,"alcona",NA,"1983-8-16","16",4284.063585,4647.720213,1980,1.48783933556842,228,0.375,3540,44.68999,73.66,NA,3.70795112559257,9.18399639663658,0.397324957173035,-83.40954,NA,"8",83976131,NA,NA,59962243,"9740","historical",0.1875,NA,0.1875
"1-29",1962,3,0.237864077669903,NA,"alcona",NA,"1962-5-17","17",4398.98522466667,4231.909804,1960,NA,137,0.558252427184466,2058,44.53916,124.46,NA,NA,8.75652500292697,NA,-83.7276,NA,"5",83977025,NA,NA,59962297,"6352","historical",0,NA,0.203883495145631
"1-29",1962,4,0.237864077669903,NA,"alcona",NA,"1962-5-17","17",4359.95088775,4231.909804,1960,NA,137,0.558252427184466,2058,44.53916,137.16,NA,NA,8.75652500292697,NA,-83.7276,NA,"5",83977025,NA,NA,59962297,"6352","historical",0,NA,0.203883495145631
"1-29",1962,5,0.237864077669903,NA,"alcona",NA,"1962-5-17","17",4366.8715162,4231.909804,1960,NA,137,0.558252427184466,2058,44.53916,172.72,NA,NA,8.75652500292697,NA,-83.7276,NA,"5",83977025,NA,NA,59962297,"6352","historical",0,NA,0.203883495145631
"1-29",1962,6,0.237864077669903,NA,"alcona",NA,"1962-5-17","17",4338.93086066667,4231.909804,1960,NA,137,0.558252427184466,2058,44.53916,205.74,NA,NA,8.75652500292697,NA,-83.7276,NA,"5",83977025,NA,NA,59962297,"6352","historical",0,NA,0.203883495145631
"1-29",1962,7,0.237864077669903,NA,"alcona",NA,"1962-5-17","17",4387.50943771429,4231.909804,1960,NA,137,0.558252427184466,2058,44.53916,223.52,NA,NA,8.75652500292697,NA,-83.7276,NA,"5",83977025,NA,NA,59962297,"6352","historical",0,NA,0.203883495145631
"1-29",1990,3,0.242718446601942,NA,"alcona",NA,"1990-5-16","16",4650.05653566667,4842.555902,1990,NA,136,0.553398058252427,2058,44.53916,109.22,NA,NA,9.22473625225991,NA,-83.7276,NA,"5",83977025,NA,NA,59962295,"10145","historical",0,NA,0.203883495145631
"1-29",1990,4,0.242718446601942,NA,"alcona",NA,"1990-5-16","16",4643.5699745,4842.555902,1990,NA,136,0.553398058252427,2058,44.53916,144.78,NA,NA,9.22473625225991,NA,-83.7276,NA,"5",83977025,NA,NA,59962295,"10145","historical",0,NA,0.203883495145631
"1-29",1990,5,0.242718446601942,NA,"alcona",NA,"1990-5-16","16",4596.019535,4842.555902,1990,NA,136,0.553398058252427,2058,44.53916,177.8,NA,NA,9.22473625225991,NA,-83.7276,NA,"5",83977025,NA,NA,59962295,"10145","historical",0,NA,0.203883495145631
"1-29",1990,6,0.242718446601942,NA,"alcona",NA,"1990-5-16","16",4591.63910883333,4842.555902,1990,NA,136,0.553398058252427,2058,44.53916,213.36,NA,NA,9.22473625225991,NA,-83.7276,NA,"5",83977025,NA,NA,59962295,"10145","historical",0,NA,0.203883495145631
"1-29",1990,7,0.242718446601942,NA,"alcona",NA,"1990-5-16","16",4602.99233714286,4842.555902,1990,NA,136,0.553398058252427,2058,44.53916,223.52,NA,NA,9.22473625225991,NA,-83.7276,NA,"5",83977025,NA,NA,59962295,"10145","historical",0,NA,0.203883495145631
"1-29",1990,8,0.242718446601942,NA,"alcona",NA,"1990-5-16","16",4566.697690875,4842.555902,1990,NA,136,0.553398058252427,2058,44.53916,238.76,NA,NA,9.22473625225991,NA,-83.7276,NA,"5",83977025,NA,NA,59962295,"10145","historical",0,NA,0.203883495145631
"1-29",2006,1,0.178866340097971,NA,"alcona",114.4,"2006-6-6","6",4651.483288,4887.178264,2010,NA,157,0.496501049685094,2058,44.53916,49.784,1,NA,9.30036387462377,NA,-83.7276,1.98110332215788,"6",83977025,1,1,6298,"10942","contemporary",0.0908327501749475,1,0.233799860041987
"1-29",2006,2,0.178866340097971,NA,"alcona",114.4,"2006-6-6","6",4538.0618745,4887.178264,2010,NA,157,0.496501049685094,2058,44.53916,73.0955555555555,1,NA,9.30036387462377,NA,-83.7276,1.98110332215788,"6",83977025,1,1,6298,"10942","contemporary",0.0908327501749475,1,0.233799860041987
"1-29",2006,3,0.178866340097971,NA,"alcona",114.4,"2006-6-6","6",4416.689465,4887.178264,2010,NA,157,0.496501049685094,2058,44.53916,107.042857142857,1,NA,9.30036387462377,NA,-83.7276,1.98110332215788,"6",83977025,1,1,6298,"10942","contemporary",0.0908327501749475,1,0.233799860041987
"1-29",2006,4,0.178866340097971,NA,"alcona",114.4,"2006-6-6","6",4478.3302745,4887.178264,2010,NA,157,0.496501049685094,2058,44.53916,167.851666666667,1,NA,9.30036387462377,NA,-83.7276,1.98110332215788,"6",83977025,1,1,6298,"10942","contemporary",0.0908327501749475,1,0.233799860041987
"1-29",2006,5,0.178866340097971,NA,"alcona",114.4,"2006-6-6","6",4586.4193976,4887.178264,2010,NA,157,0.496501049685094,2058,44.53916,182.581176470588,1,NA,9.30036387462377,NA,-83.7276,1.98110332215788,"6",83977025,1,1,6298,"10942","contemporary",0.0908327501749475,1,0.233799860041987
"1-29",2006,6,0.178866340097971,NA,"alcona",114.4,"2006-6-6","6",4594.00257266667,4887.178264,2010,NA,157,0.496501049685094,2058,44.53916,194.945,1,NA,9.30036387462377,NA,-83.7276,1.98110332215788,"6",83977025,1,1,6298,"10942","contemporary",0.0908327501749475,1,0.233799860041987
"1-29",2006,7,0.178866340097971,NA,"alcona",114.4,"2006-6-6","6",4647.58993057143,4887.178264,2010,NA,157,0.496501049685094,2058,44.53916,225.213333333333,1,NA,9.30036387462377,NA,-83.7276,1.98110332215788,"6",83977025,1,1,6298,"10942","contemporary",0.0908327501749475,1,0.233799860041987
"1-29",2006,8,0.178866340097971,NA,"alcona",114.4,"2006-6-6","6",4740.961902,4887.178264,2010,NA,157,0.496501049685094,2058,44.53916,256.54,1,NA,9.30036387462377,NA,-83.7276,1.98110332215788,"6",83977025,1,1,6298,"10942","contemporary",0.0908327501749475,1,0.233799860041987
"1-29",2006,1,0.178866340097971,NA,"alcona",114.4,"2006-6-7","7",4651.483288,4887.178264,2010,NA,158,0.496501049685094,2058,44.53916,52.4933333333333,1,NA,9.30036387462377,NA,-83.7276,1.98110332215788,"6",83977025,1,1,6298,"10942","contemporary",0.0908327501749475,1,0.233799860041987
"1-29",2006,2,0.178866340097971,NA,"alcona",114.4,"2006-6-7","7",4538.0618745,4887.178264,2010,NA,158,0.496501049685094,2058,44.53916,72.39,1,NA,9.30036387462377,NA,-83.7276,1.98110332215788,"6",83977025,1,1,6298,"10942","contemporary",0.0908327501749475,1,0.233799860041987
"1-29",2006,3,0.178866340097971,NA,"alcona",114.4,"2006-6-7","7",4416.689465,4887.178264,2010,NA,158,0.496501049685094,2058,44.53916,93.98,1,NA,9.30036387462377,NA,-83.7276,1.98110332215788,"6",83977025,1,1,6298,"10942","contemporary",0.0908327501749475,1,0.233799860041987
"1-29",2006,7,0.178866340097971,NA,"alcona",114.4,"2006-6-7","7",4647.58993057143,4887.178264,2010,NA,158,0.496501049685094,2058,44.53916,254,1,NA,9.30036387462377,NA,-83.7276,1.98110332215788,"6",83977025,1,1,6298,"10942","contemporary",0.0908327501749475,1,0.233799860041987
"1-29",2006,8,0.178866340097971,NA,"alcona",114.4,"2006-6-8","8",4740.961902,4887.178264,2010,NA,159,0.496501049685094,2058,44.53916,254,1,NA,9.30036387462377,NA,-83.7276,1.98110332215788,"6",83977025,1,1,6298,"10942","contemporary",0.0908327501749475,1,0.233799860041987
"1-4",1970,1,0.0858005340763962,NA,"alcona",NA,"1970-7-28","28",4081.89334,4123.745545,1970,NA,209,0.784743991640543,1242,44.56605,53.34,NA,NA,8.86967937473351,NA,-83.80491,NA,"7",83976953,NA,NA,59962280,"7113","historical",0.00267038198072681,NA,0.126785092302334
"1-4",1970,2,0.0858005340763962,NA,"alcona",NA,"1970-7-28","28",4159.8360535,4123.745545,1970,NA,209,0.784743991640543,1242,44.56605,96.52,NA,NA,8.86967937473351,NA,-83.80491,NA,"7",83976953,NA,NA,59962280,"7113","historical",0.00267038198072681,NA,0.126785092302334
"1-4",1970,3,0.0858005340763962,NA,"alcona",NA,"1970-7-28","28",4091.57894933333,4123.745545,1970,NA,209,0.784743991640543,1242,44.56605,119.38,NA,NA,8.86967937473351,NA,-83.80491,NA,"7",83976953,NA,NA,59962280,"7113","historical",0.00267038198072681,NA,0.126785092302334
"1-4",1970,4,0.0858005340763962,NA,"alcona",NA,"1970-7-28","28",4093.6514115,4123.745545,1970,NA,209,0.784743991640543,1242,44.56605,177.8,NA,NA,8.86967937473351,NA,-83.80491,NA,"7",83976953,NA,NA,59962280,"7113","historical",0.00267038198072681,NA,0.126785092302334
"1-4",1970,5,0.0858005340763962,NA,"alcona",NA,"1970-7-28","28",4074.7560426,4123.745545,1970,NA,209,0.784743991640543,1242,44.56605,187.96,NA,NA,8.86967937473351,NA,-83.80491,NA,"7",83976953,NA,NA,59962280,"7113","historical",0.00267038198072681,NA,0.126785092302334
"1-4",1970,6,0.0858005340763962,NA,"alcona",NA,"1970-7-28","28",4098.25700166667,4123.745545,1970,NA,209,0.784743991640543,1242,44.56605,195.58,NA,NA,8.86967937473351,NA,-83.80491,NA,"7",83976953,NA,NA,59962280,"7113","historical",0.00267038198072681,NA,0.126785092302334
"1-4",1990,1,0.0938116800185766,NA,"alcona",NA,"1990-5-23","23",3914.872046,4398.556892,1990,NA,143,0.776965052827122,1242,44.56605,50.8,NA,NA,9.22473625225991,NA,-83.80491,NA,"5",83976953,NA,NA,58642605,"10145","historical",0.00499245326831534,NA,0.124230813885986
"1-4",1990,2,0.0938116800185766,NA,"alcona",NA,"1990-5-23","23",4037.2007315,4398.556892,1990,NA,143,0.776965052827122,1242,44.56605,99.06,NA,NA,9.22473625225991,NA,-83.80491,NA,"5",83976953,NA,NA,58642605,"10145","historical",0.00499245326831534,NA,0.124230813885986
"1-4",1990,3,0.0938116800185766,NA,"alcona",NA,"1990-5-23","23",4226.45878366667,4398.556892,1990,NA,143,0.776965052827122,1242,44.56605,167.64,NA,NA,9.22473625225991,NA,-83.80491,NA,"5",83976953,NA,NA,58642605,"10145","historical",0.00499245326831534,NA,0.124230813885986
"1-4",1990,4,0.0938116800185766,NA,"alcona",NA,"1990-5-23","23",4217.841749,4398.556892,1990,NA,143,0.776965052827122,1242,44.56605,170.18,NA,NA,9.22473625225991,NA,-83.80491,NA,"5",83976953,NA,NA,58642605,"10145","historical",0.00499245326831534,NA,0.124230813885986
"1-4",1990,1,0.0938116800185766,NA,"alcona",NA,"1990-6-4","4",3914.872046,4398.556892,1990,NA,155,0.776965052827122,1242,44.56605,45.72,NA,NA,9.22473625225991,NA,-83.80491,NA,"6",83976953,NA,NA,58642606,"10145","historical",0.00499245326831534,NA,0.124230813885986
"1-4",1990,2,0.0938116800185766,NA,"alcona",NA,"1990-6-4","4",4037.2007315,4398.556892,1990,NA,155,0.776965052827122,1242,44.56605,101.6,NA,NA,9.22473625225991,NA,-83.80491,NA,"6",83976953,NA,NA,58642606,"10145","historical",0.00499245326831534,NA,0.124230813885986
